URL,MatchDateTime,Station,Show,IAShowID,IAPreviewThumb,Sentiments,review
https://archive.org/details/FOXNEWSW_20190410_230000_The_Story_With_Martha_MacCallum#start/904/end/939,4/10/2019 23:15,FOXNEWS,The Story With Martha MacCallum,FOXNEWSW_20190410_230000_The_Story_With_Martha_MacCallum,https://archive.org/download/FOXNEWSW_20190410_230000_The_Story_With_Martha_MacCallum/FOXNEWSW_20190410_230000_The_Story_With_Martha_MacCallum.thumbs/FOXNEWSW_20190410_230000_The_Story_With_Martha_MacCallum_000900.jpg,Positive,will they keep what they see to themselves? martha: of course they won't. [laughter] leak orama. martha: breaking news on the president's tax returns and is climate change behind
https://archive.org/details/FOXNEWSW_20190410_050000_Hannity#start/3574/end/3609,4/10/2019 5:59,FOXNEWS,Hannity,FOXNEWSW_20190410_050000_Hannity,https://archive.org/download/FOXNEWSW_20190410_050000_Hannity/FOXNEWSW_20190410_050000_Hannity.thumbs/FOXNEWSW_20190410_050000_Hannity_003568.jpg,Positive,"villain of the day, former secretary of state, yes, and loser john kerry. he didn't win the presidency, praising congresswoman ocasio-cortez's efforts to combat climate change with our"
https://archive.org/details/FOXNEWSW_20190402_000000_Tucker_Carlson_Tonight#start/647/end/682,4/2/2019 0:11,FOXNEWS,Tucker Carlson Tonight,FOXNEWSW_20190402_000000_Tucker_Carlson_Tonight,https://archive.org/download/FOXNEWSW_20190402_000000_Tucker_Carlson_Tonight/FOXNEWSW_20190402_000000_Tucker_Carlson_Tonight.thumbs/FOXNEWSW_20190402_000000_Tucker_Carlson_Tonight_000630.jpg,Positive,in cities like new york. just in 10 years in cities like new york. tucker: is there a website 8.9% of scientists. www.google.com scientists who understand climate change.
https://archive.org/details/FOXNEWSW_20190410_050000_Hannity#start/2313/end/2348,4/10/2019 5:38,FOXNEWS,Hannity,FOXNEWSW_20190410_050000_Hannity,https://archive.org/download/FOXNEWSW_20190410_050000_Hannity/FOXNEWSW_20190410_050000_Hannity.thumbs/FOXNEWSW_20190410_050000_Hannity_002309.jpg,Positive,"existential threat, at least of western democracies, of nazi germany. if we allow farmers to make their profit, we allow them to continue their fair share in combating climate change byuf"
https://archive.org/details/FOXNEWSW_20190411_030000_Fox_News__Night_With_Shannon_Bream#start/1476/end/1511,4/11/2019 3:24,FOXNEWS,Fox News  Night With Shannon Bream,FOXNEWSW_20190411_030000_Fox_News__Night_With_Shannon_Bream,https://archive.org/download/FOXNEWSW_20190411_030000_Fox_News__Night_With_Shannon_Bream/FOXNEWSW_20190411_030000_Fox_News__Night_With_Shannon_Bream.thumbs/FOXNEWSW_20190411_030000_Fox_News__Night_With_Shannon_Bream_001469.jpg,Positive,leave our homes and search for a safer place to live. ocasio-cortez has heather allies like john kerry who praid her push for climate change change.
https://archive.org/details/FOXNEWSW_20190422_160000_Outnumbered#start/3085/end/3120,4/22/2019 16:51,FOXNEWS,Outnumbered,FOXNEWSW_20190422_160000_Outnumbered,https://archive.org/download/FOXNEWSW_20190422_160000_Outnumbered/FOXNEWSW_20190422_160000_Outnumbered.thumbs/FOXNEWSW_20190422_160000_Outnumbered_003058.jpg,Positive,"similar ban, writing in a blog post any serious effort to address climate change must address public land, it is responsible for nearly a quarter of all greenhouse gas submissions. president trump has pushed for"
https://archive.org/details/FOXNEWSW_20190406_140000_Cavuto_Live#start/5309/end/5344,4/6/2019 15:28,FOXNEWS,Cavuto Live,FOXNEWSW_20190406_140000_Cavuto_Live,https://archive.org/download/FOXNEWSW_20190406_140000_Cavuto_Live/FOXNEWSW_20190406_140000_Cavuto_Live.thumbs/FOXNEWSW_20190406_140000_Cavuto_Live_005308.jpg,Positive,"being a socialist country. by the way, i'm not a fan. david: he's on the record, not a green new deal. there was an alternate offered. and called out climate change as"
https://archive.org/details/FOXNEWSW_20190417_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith#start/8325/end/8360,4/17/2019 15:19,FOXNEWS,Americas Newsroom With Bill Hemmer and Sandra Smith,FOXNEWSW_20190417_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith,https://archive.org/download/FOXNEWSW_20190417_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/FOXNEWSW_20190417_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith.thumbs/FOXNEWSW_20190417_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith_008309.jpg,Positive,world which has grown its economy and simultaneously reducing the total amount of greenhouse gases we put out. since 2007 we've been on a downward slide on the amount of greenhouse gases we put out. we're putting out less
https://archive.org/details/FOXNEWSW_20190410_200000_Your_World_With_Neil_Cavuto#start/1243/end/1278,4/10/2019 20:20,FOXNEWS,Your World With Neil Cavuto,FOXNEWSW_20190410_200000_Your_World_With_Neil_Cavuto,https://archive.org/download/FOXNEWSW_20190410_200000_Your_World_With_Neil_Cavuto/FOXNEWSW_20190410_200000_Your_World_With_Neil_Cavuto.thumbs/FOXNEWSW_20190410_200000_Your_World_With_Neil_Cavuto_001228.jpg,Positive,"break down -- kimberly, those are reasonable factors. i'm impressed that robert mention them. but that's not gaining traction on capitol hill. no. you know, don't think you can seek asylum with protecting climate change."
https://archive.org/details/FOXNEWSW_20190411_030000_Fox_News__Night_With_Shannon_Bream#start/1444/end/1479,4/11/2019 3:24,FOXNEWS,Fox News  Night With Shannon Bream,FOXNEWSW_20190411_030000_Fox_News__Night_With_Shannon_Bream,https://archive.org/download/FOXNEWSW_20190411_030000_Fox_News__Night_With_Shannon_Bream/FOXNEWSW_20190411_030000_Fox_News__Night_With_Shannon_Bream.thumbs/FOXNEWSW_20190411_030000_Fox_News__Night_With_Shannon_Bream_001439.jpg,Positive,"conservatives for their stance on immigration coding have you ever notice they never talk about what's causing people to ? perhaps that is because they would be forced to confront a major factor, climate change.'"
https://archive.org/details/FOXNEWSW_20190411_080000_Fox_and_Friends_First#start/1507/end/1542,4/11/2019 8:25,FOXNEWS,Fox and Friends First,FOXNEWSW_20190411_080000_Fox_and_Friends_First,https://archive.org/download/FOXNEWSW_20190411_080000_Fox_and_Friends_First/FOXNEWSW_20190411_080000_Fox_and_Friends_First.thumbs/FOXNEWSW_20190411_080000_Fox_and_Friends_First_001499.jpg,Positive,"to solve that. it will wreck our economy so they won't want to come here anymore. it is all in response to this tweet, ocasio cortez said people are fleeing their homes to escape climate change which is"
https://archive.org/details/FOXNEWSW_20190410_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith#start/2467/end/2502,4/10/2019 13:41,FOXNEWS,Americas Newsroom With Bill Hemmer and Sandra Smith,FOXNEWSW_20190410_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith,https://archive.org/download/FOXNEWSW_20190410_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/FOXNEWSW_20190410_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith.thumbs/FOXNEWSW_20190410_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith_002459.jpg,Positive,to grow. dr. siegel on what the city is doing now. bill: story grows by the day. congresswoman ocasio-cortez out with her theory on what is behind the border crisis. she blames it on climate change.
https://archive.org/details/FOXNEWSW_20190414_200000_Americas_News_HQ#start/531/end/566,4/14/2019 20:09,FOXNEWS,Americas News HQ,FOXNEWSW_20190414_200000_Americas_News_HQ,https://archive.org/download/FOXNEWSW_20190414_200000_Americas_News_HQ/FOXNEWSW_20190414_200000_Americas_News_HQ.thumbs/FOXNEWSW_20190414_200000_Americas_News_HQ_000509.jpg,Positive,"way to package himself. arthel: he's also a millennial so he probably gets the young vote probably. let's pick our heads to face what might be the greatest security issue of our time, climate change and climate"
https://archive.org/details/FOXNEWSW_20190418_020000_The_Ingraham_Angle#start/1793/end/1828,4/18/2019 2:30,FOXNEWS,The Ingraham Angle,FOXNEWSW_20190418_020000_The_Ingraham_Angle,https://archive.org/download/FOXNEWSW_20190418_020000_The_Ingraham_Angle/FOXNEWSW_20190418_020000_The_Ingraham_Angle.thumbs/FOXNEWSW_20190418_020000_The_Ingraham_Angle_001768.jpg,Positive,"american people are. laura: the american people, new fox news poll just came out, immigration is the top issue for americans. 21%. they know it hits their pocketbook. economy, 10%. health care, 9%. climate change. sorry, beto."
https://archive.org/details/FOXNEWSW_20190418_060000_The_Ingraham_Angle#start/1792/end/1827,4/18/2019 6:30,FOXNEWS,The Ingraham Angle,FOXNEWSW_20190418_060000_The_Ingraham_Angle,https://archive.org/download/FOXNEWSW_20190418_060000_The_Ingraham_Angle/FOXNEWSW_20190418_060000_The_Ingraham_Angle.thumbs/FOXNEWSW_20190418_060000_The_Ingraham_Angle_001768.jpg,Positive,"american people are. laura: the american people, new fox news poll just came out, immigration is the top issue for americans. 21%. they know it hits their pocketbook. economy, 10%. health care, 9%. climate change. sorry, beto."
https://archive.org/details/FOXNEWSW_20190410_100000_FOX__Friends#start/1488/end/1523,4/10/2019 10:25,FOXNEWS,FOX  Friends,FOXNEWSW_20190410_100000_FOX__Friends,https://archive.org/download/FOXNEWSW_20190410_100000_FOX__Friends/FOXNEWSW_20190410_100000_FOX__Friends.thumbs/FOXNEWSW_20190410_100000_FOX__Friends_001467.jpg,Positive,"immigrants. but have you ever noticed they never talk about what's causing people to flee their homes in the first place? perhaps that's because they would be forced to confront one major factor fueling global migration, climate change. brian: exactly."
https://archive.org/details/FOXNEWSW_20190410_220000_Special_Report_With_Bret_Baier#start/485/end/520,4/10/2019 22:08,FOXNEWS,Special Report With Bret Baier,FOXNEWSW_20190410_220000_Special_Report_With_Bret_Baier,https://archive.org/download/FOXNEWSW_20190410_220000_Special_Report_With_Bret_Baier/FOXNEWSW_20190410_220000_Special_Report_With_Bret_Baier.thumbs/FOXNEWSW_20190410_220000_Special_Report_With_Bret_Baier_000479.jpg,Positive,basically blue cross blue shield would be reduced to nose jobs. something like that. peter: this plan refers to nose jobs in the coming days we should find out whether medicare for all has more support in the senate than the climate change
https://archive.org/details/FOXNEWSW_20190410_210000_The_Five#start/372/end/407,4/10/2019 21:06,FOXNEWS,The Five,FOXNEWSW_20190410_210000_The_Five,https://archive.org/download/FOXNEWSW_20190410_210000_The_Five/FOXNEWSW_20190410_210000_The_Five.thumbs/FOXNEWSW_20190410_210000_The_Five_000359.jpg,Positive,"seize the problem, someone else will. these problems are solvable. there are people on the left and the right, the stewart brands of the world and the bill gates of the world who believe you can solve climate change with"
https://archive.org/details/FOXNEWSW_20190406_160000_Americas_News_HQ#start/703/end/738,4/6/2019 16:11,FOXNEWS,Americas News HQ,FOXNEWSW_20190406_160000_Americas_News_HQ,https://archive.org/download/FOXNEWSW_20190406_160000_Americas_News_HQ/FOXNEWSW_20190406_160000_Americas_News_HQ.thumbs/FOXNEWSW_20190406_160000_Americas_News_HQ_000688.jpg,Positive,the big ideas we're hearing from the progressives on the trail. you're more moderate. is there a place for that? i think voters are looking to get these things done. i think i have the right plan to deal with climate change.
https://archive.org/details/FOXNEWSW_20190404_200000_Your_World_With_Neil_Cavuto#start/3494/end/3529,4/4/2019 20:58,FOXNEWS,Your World With Neil Cavuto,FOXNEWSW_20190404_200000_Your_World_With_Neil_Cavuto,https://archive.org/download/FOXNEWSW_20190404_200000_Your_World_With_Neil_Cavuto/FOXNEWSW_20190404_200000_Your_World_With_Neil_Cavuto.thumbs/FOXNEWSW_20190404_200000_Your_World_With_Neil_Cavuto_003479.jpg,Positive,"if he ran as as a democrat? absolutely, he should. if he means what he says, he should. it's a caricature. democrats in congress are talking about shoring up health care, about doing some thing about gun violence, addressing climate change, and"
https://archive.org/details/FOXNEWSW_20190410_100000_FOX__Friends#start/1533/end/1568,4/10/2019 10:25,FOXNEWS,FOX  Friends,FOXNEWSW_20190410_100000_FOX__Friends,https://archive.org/download/FOXNEWSW_20190410_100000_FOX__Friends/FOXNEWSW_20190410_100000_FOX__Friends.thumbs/FOXNEWSW_20190410_100000_FOX__Friends_001527.jpg,Positive,"even democrats, i believe, are starting to see this. we are seeing even obama era officials saying we have an immigration problem. so what do they do? they pile on more excuses. now illegal immigrants are coming to this country due to climate change."
https://archive.org/details/FOXNEWSW_20190409_230000_The_Story_With_Martha_MacCallum#start/2465/end/2500,4/9/2019 23:41,FOXNEWS,The Story With Martha MacCallum,FOXNEWSW_20190409_230000_The_Story_With_Martha_MacCallum,https://archive.org/download/FOXNEWSW_20190409_230000_The_Story_With_Martha_MacCallum/FOXNEWSW_20190409_230000_The_Story_With_Martha_MacCallum.thumbs/FOXNEWSW_20190409_230000_The_Story_With_Martha_MacCallum_002459.jpg,Positive,a quality is by helping those people on the lower rung get up and get them training and make them more successful. that's the ticket not tearing down the wealthy. martha: interesting. i want to play a sound bite from alexandria ocasio-cortez talking about climate change.
https://archive.org/details/FOXNEWSW_20190412_170000_Outnumbered_Overtime_With_Harris_Faulkner#start/2222/end/2257,4/12/2019 17:37,FOXNEWS,Outnumbered Overtime With Harris Faulkner,FOXNEWSW_20190412_170000_Outnumbered_Overtime_With_Harris_Faulkner,https://archive.org/download/FOXNEWSW_20190412_170000_Outnumbered_Overtime_With_Harris_Faulkner/FOXNEWSW_20190412_170000_Outnumbered_Overtime_With_Harris_Faulkner.thumbs/FOXNEWSW_20190412_170000_Outnumbered_Overtime_With_Harris_Faulkner_002219.jpg,Positive,"dealing honestly with people and telling them things that can be achieved in the time frame that they want to achieve them. but i give them credit for one thing -- somebody has to jump-start the process in the congress. good lord, climate change."
https://archive.org/details/FOXNEWSW_20190430_100000_FOX__Friends#start/4684/end/4719,4/30/2019 11:18,FOXNEWS,FOX  Friends,FOXNEWSW_20190430_100000_FOX__Friends,https://archive.org/download/FOXNEWSW_20190430_100000_FOX__Friends/FOXNEWSW_20190430_100000_FOX__Friends.thumbs/FOXNEWSW_20190430_100000_FOX__Friends_004680.jpg,Positive,version of the green new deal with a price tag of a whopping $5 trillion. so what can you expect if beto gets his way? here to weigh in is morning morano editor of climate depot.com and author of politically incorrect guide to climate change.
https://archive.org/details/FOXNEWSW_20190423_100000_FOX__Friends#start/2010/end/2045,4/23/2019 10:33,FOXNEWS,FOX  Friends,FOXNEWSW_20190423_100000_FOX__Friends,https://archive.org/download/FOXNEWSW_20190423_100000_FOX__Friends/FOXNEWSW_20190423_100000_FOX__Friends.thumbs/FOXNEWSW_20190423_100000_FOX__Friends_002009.jpg,Positive,york city? steve: it contributes to global warming. ainsley: talking in earth day press conference and announced a plan to fight climate change he says he wants to eliminate glass and steel skyscrapers basically at love people are fighting back.
https://archive.org/details/FOXNEWSW_20190403_180000_The_Daily_Briefing_With_Dana_Perino#start/1214/end/1249,4/3/2019 18:20,FOXNEWS,The Daily Briefing With Dana Perino,FOXNEWSW_20190403_180000_The_Daily_Briefing_With_Dana_Perino,https://archive.org/download/FOXNEWSW_20190403_180000_The_Daily_Briefing_With_Dana_Perino/FOXNEWSW_20190403_180000_The_Daily_Briefing_With_Dana_Perino.thumbs/FOXNEWSW_20190403_180000_The_Daily_Briefing_With_Dana_Perino_001198.jpg,Positive,"dana: do you think they're talking about the green deal, when they first put it out there, it was about all sorts of things including job guarantees. the green new deal was a god send for the republican party. the republicans need to sharpen their message on climate change"
https://archive.org/details/FOXNEWSW_20190410_230000_The_Story_With_Martha_MacCallum#start/1392/end/1427,4/10/2019 23:23,FOXNEWS,The Story With Martha MacCallum,FOXNEWSW_20190410_230000_The_Story_With_Martha_MacCallum,https://archive.org/download/FOXNEWSW_20190410_230000_The_Story_With_Martha_MacCallum/FOXNEWSW_20190410_230000_The_Story_With_Martha_MacCallum.thumbs/FOXNEWSW_20190410_230000_The_Story_With_Martha_MacCallum_001379.jpg,Positive,"stupid those statements are. martha: richard, what did you think of it? aoc has a wave overstating things. i think in this case there is actually a lot of truth to what she -- the underlying point that she is trying to make. look, first of all, the public in the united states believes that climate change"
https://archive.org/details/FOXNEWSW_20190409_230000_The_Story_With_Martha_MacCallum#start/2530/end/2565,4/9/2019 23:42,FOXNEWS,The Story With Martha MacCallum,FOXNEWSW_20190409_230000_The_Story_With_Martha_MacCallum,https://archive.org/download/FOXNEWSW_20190409_230000_The_Story_With_Martha_MacCallum/FOXNEWSW_20190409_230000_The_Story_With_Martha_MacCallum.thumbs/FOXNEWSW_20190409_230000_The_Story_With_Martha_MacCallum_002519.jpg,Positive,"going to go on another 30 years and we'll think about doing something about it. if you look at the kind of air quality we have with maybe a few exceptions here and there, it's beat by a greenland and iceland but it beats all the european countries that were criticizing us. so, climate change has been"
https://archive.org/details/FOXNEWSW_20190423_210000_The_Five#start/2436/end/2471,4/23/2019 21:40,FOXNEWS,The Five,FOXNEWSW_20190423_210000_The_Five,https://archive.org/download/FOXNEWSW_20190423_210000_The_Five/FOXNEWSW_20190423_210000_The_Five.thumbs/FOXNEWSW_20190423_210000_The_Five_002429.jpg,Positive,you have to fight something like global warming. you declare victory and no one knows and no one can keep count of who's winning and losing. global warming is not something that you need to fight. it's not something you can even
https://archive.org/details/FOXNEWSW_20190411_040000_Tucker_Carlson_Tonight#start/3200/end/3235,4/11/2019 4:53,FOXNEWS,Tucker Carlson Tonight,FOXNEWSW_20190411_040000_Tucker_Carlson_Tonight,https://archive.org/download/FOXNEWSW_20190411_040000_Tucker_Carlson_Tonight/FOXNEWSW_20190411_040000_Tucker_Carlson_Tonight.thumbs/FOXNEWSW_20190411_040000_Tucker_Carlson_Tonight_003177.jpg,Positive,"that global warming, not open boarders, drives the crisis. melissa francis one our favorites. global warming is driving illegal immigration? you have to think about it, because it is perfect. finally the environmental crisis is causing wars, it is causing bloodshed, it all started during the last"
https://archive.org/details/FOXNEWSW_20190406_000000_Tucker_Carlson_Tonight#start/3339/end/3374,4/6/2019 0:55,FOXNEWS,Tucker Carlson Tonight,FOXNEWSW_20190406_000000_Tucker_Carlson_Tonight,https://archive.org/download/FOXNEWSW_20190406_000000_Tucker_Carlson_Tonight/FOXNEWSW_20190406_000000_Tucker_Carlson_Tonight.thumbs/FOXNEWSW_20190406_000000_Tucker_Carlson_Tonight_003329.jpg,Positive,global warming sins. in 2017 a viral video of a starving polar bear reached hundreds of millions around the world. the message was simple global warming is driving polar bears to extinction the only way to stop that is to give the left total control over the global
https://archive.org/details/FOXNEWSW_20190406_000000_Tucker_Carlson_Tonight#start/3559/end/3594,4/6/2019 0:59,FOXNEWS,Tucker Carlson Tonight,FOXNEWSW_20190406_000000_Tucker_Carlson_Tonight,https://archive.org/download/FOXNEWSW_20190406_000000_Tucker_Carlson_Tonight/FOXNEWSW_20190406_000000_Tucker_Carlson_Tonight.thumbs/FOXNEWSW_20190406_000000_Tucker_Carlson_Tonight_003539.jpg,Positive,i'm glad they are not going extinct. you would think that people would be happy about. this you would think they would be happy. it turns out the whole idea that you could blame these polar bear decline on global
https://archive.org/details/FOXNEWSW_20190402_000000_Tucker_Carlson_Tonight#start/929/end/964,4/2/2019 0:15,FOXNEWS,Tucker Carlson Tonight,FOXNEWSW_20190402_000000_Tucker_Carlson_Tonight,https://archive.org/download/FOXNEWSW_20190402_000000_Tucker_Carlson_Tonight/FOXNEWSW_20190402_000000_Tucker_Carlson_Tonight.thumbs/FOXNEWSW_20190402_000000_Tucker_Carlson_Tonight_000930.jpg,Positive,"actually, so i look at all what the scientists are telling us. they are telling us global warming is a problem but it's also a moderate one. they tell us by the end of the century, global warming will cost somewhere between 2% and 4% global gdp remember, by then, we will"
https://archive.org/details/FOXNEWSW_20190402_040000_Tucker_Carlson_Tonight#start/723/end/758,4/2/2019 4:12,FOXNEWS,Tucker Carlson Tonight,FOXNEWSW_20190402_040000_Tucker_Carlson_Tonight,https://archive.org/download/FOXNEWSW_20190402_040000_Tucker_Carlson_Tonight/FOXNEWSW_20190402_040000_Tucker_Carlson_Tonight.thumbs/FOXNEWSW_20190402_040000_Tucker_Carlson_Tonight_000718.jpg,Positive,"estimate about half a million people died around the world. now, we quadrupled the population, and yet, the number has dropped like a stone. it's 95% reduced. were now down to about 20000 people that die every year. this is not because of global"
https://archive.org/details/FOXNEWSW_20190402_000000_Tucker_Carlson_Tonight#start/775/end/810,4/2/2019 0:13,FOXNEWS,Tucker Carlson Tonight,FOXNEWSW_20190402_000000_Tucker_Carlson_Tonight,https://archive.org/download/FOXNEWSW_20190402_000000_Tucker_Carlson_Tonight/FOXNEWSW_20190402_000000_Tucker_Carlson_Tonight.thumbs/FOXNEWSW_20190402_000000_Tucker_Carlson_Tonight_000750.jpg,Positive,"those were the top things that came out. at the very end, number 16 of 16 priorities came global warming. not surprising, if you are poor. but if you are rich and well-meaning, this is one of the things that you start worrying about. and, look, global warming is a real problem but it's not"
https://archive.org/details/FOXNEWSW_20190410_200000_Your_World_With_Neil_Cavuto#start/1175/end/1210,4/10/2019 20:19,FOXNEWS,Your World With Neil Cavuto,FOXNEWSW_20190410_200000_Your_World_With_Neil_Cavuto,https://archive.org/download/FOXNEWSW_20190410_200000_Your_World_With_Neil_Cavuto/FOXNEWSW_20190410_200000_Your_World_With_Neil_Cavuto.thumbs/FOXNEWSW_20190410_200000_Your_World_With_Neil_Cavuto_001168.jpg,Positive,"it's not climate change. and that's just a ridiculous statement. robert, when in caught, you have a box on the wall, break that glass and out comes climate change. are we going to say now climate change is the main factor here?"
https://archive.org/details/FOXNEWSW_20190417_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith#start/8339/end/8374,4/17/2019 15:19,FOXNEWS,Americas Newsroom With Bill Hemmer and Sandra Smith,FOXNEWSW_20190417_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith,https://archive.org/download/FOXNEWSW_20190417_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith/FOXNEWSW_20190417_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith.thumbs/FOXNEWSW_20190417_130000_Americas_Newsroom_With_Bill_Hemmer_and_Sandra_Smith_008339.jpg,Positive,greenhouse gas emissions and the share of emissions worldwide the u.s. share is declining. not Positive for any other major industrialized country in the world. we need to applaud and keep doing it more. you have a nutty idea.
