URL,MatchDateTime,Station,Show,IAShowID,IAPreviewThumb,Sentiments,review
https://archive.org/details/MSNBCW_20200115_140000_MSNBC_Live_With_Stephanie_Ruhle#start/2644/end/2679,1/15/2020 14:44,MSNBC,MSNBC Live With Stephanie Ruhle,MSNBCW_20200115_140000_MSNBC_Live_With_Stephanie_Ruhle,https://archive.org/download/MSNBCW_20200115_140000_MSNBC_Live_With_Stephanie_Ruhle/MSNBCW_20200115_140000_MSNBC_Live_With_Stephanie_Ruhle.thumbs/MSNBCW_20200115_140000_MSNBC_Live_With_Stephanie_Ruhle_002639.jpg,Positive,memory support brand. you can find it in the vitamin aisle in stores everywhere. prevagen. healthier brain. better life. this melting pot of impacted species. everywhere is going to get touched by climate change.
https://archive.org/details/MSNBCW_20200107_210000_Deadline_White_House#start/3128/end/3163,1/7/2020 21:52,MSNBC,Deadline White House,MSNBCW_20200107_210000_Deadline_White_House,https://archive.org/download/MSNBCW_20200107_210000_Deadline_White_House/MSNBCW_20200107_210000_Deadline_White_House.thumbs/MSNBCW_20200107_210000_Deadline_White_House_003118.jpg,Positive,looking for a destination that isn't always the bathroom? ask your doctor if myrbetriq is right for you. and visit myrbetriq.com. this melting pot of impacted species. everywhere is going to get touched by climate change.
https://archive.org/details/MSNBCW_20200114_040000_The_11th_Hour_With_Brian_Williams#start/3264/end/3299,1/14/2020 4:54,MSNBC,The 11th Hour With Brian Williams,MSNBCW_20200114_040000_The_11th_Hour_With_Brian_Williams,https://archive.org/download/MSNBCW_20200114_040000_The_11th_Hour_With_Brian_Williams/MSNBCW_20200114_040000_The_11th_Hour_With_Brian_Williams.thumbs/MSNBCW_20200114_040000_The_11th_Hour_With_Brian_Williams_003237.jpg,Positive,"spoken about it, as much as one allows herself to do when we come back. we're reporters from the new york times. this melting pot of impacted species. everywhere is going to get touched by climate change."
https://archive.org/details/MSNBCW_20200114_110000_Morning_Joe#start/3138/end/3173,1/14/2020 11:52,MSNBC,Morning Joe,MSNBCW_20200114_110000_Morning_Joe,https://archive.org/download/MSNBCW_20200114_110000_Morning_Joe/MSNBCW_20200114_110000_Morning_Joe.thumbs/MSNBCW_20200114_110000_Morning_Joe_003117.jpg,Positive,"millennials, he's leading among african-americans, people under the age of 35. he's being endorsed by some really major organizations. sunrise movement, which has really done an incredible job coalescing young progressives to fight for climate change"
https://archive.org/details/MSNBCW_20200107_200000_MSNBC_Live_with_Ali_Velshi#start/1875/end/1910,1/7/2020 20:31,MSNBC,MSNBC Live with Ali Velshi,MSNBCW_20200107_200000_MSNBC_Live_with_Ali_Velshi,https://archive.org/download/MSNBCW_20200107_200000_MSNBC_Live_with_Ali_Velshi/MSNBCW_20200107_200000_MSNBC_Live_with_Ali_Velshi.thumbs/MSNBCW_20200107_200000_MSNBC_Live_with_Ali_Velshi_001769.jpg,Positive,into the enamel to keep the enamel strong. i know it works and i hear nothing but great things from my patients that have switched to it. this melting pot of impacted species. everywhere is going to get touched by climate change.
https://archive.org/details/MSNBCW_20200101_050000_Global_Citizen_Prize#start/1566/end/1601,1/1/2020 5:26,MSNBC,Global Citizen Prize,MSNBCW_20200101_050000_Global_Citizen_Prize,https://archive.org/download/MSNBCW_20200101_050000_Global_Citizen_Prize/MSNBCW_20200101_050000_Global_Citizen_Prize.thumbs/MSNBCW_20200101_050000_Global_Citizen_Prize_001557.jpg,Positive,"the only purpose of power is to serve with the courage of one's conviction, that all people in the world have the rights that must be respected. [ cheers and applause ] today our world, yes, our world is facing many crises. climate change, inequality,"
https://archive.org/details/MSNBCW_20200110_060000_The_Last_Word_With_Lawrence_ODonnell#start/3435/end/3470,1/10/2020 6:57,MSNBC,The Last Word With Lawrence ODonnell,MSNBCW_20200110_060000_The_Last_Word_With_Lawrence_ODonnell,https://archive.org/download/MSNBCW_20200110_060000_The_Last_Word_With_Lawrence_ODonnell/MSNBCW_20200110_060000_The_Last_Word_With_Lawrence_ODonnell.thumbs/MSNBCW_20200110_060000_The_Last_Word_With_Lawrence_ODonnell_003420.jpg,Positive,"biggest problems in america, that we have a broken government that's been bought by corporations. so in every one of those fights, i put in all of my time, my heart and soul and my money to try and solve what i think are the biggest problems in america, including our climate crisis and"
https://archive.org/details/MSNBCW_20200106_210000_Deadline_White_House#start/3582/end/3617,1/6/2020 21:59,MSNBC,Deadline White House,MSNBCW_20200106_210000_Deadline_White_House,https://archive.org/download/MSNBCW_20200106_210000_Deadline_White_House/MSNBCW_20200106_210000_Deadline_White_House.thumbs/MSNBCW_20200106_210000_Deadline_White_House_003538.jpg,Positive,and a live bookkeeper's helping customize it for our business. (live bookkeeper) you're all set up! (janine) great! (vo) get set up right with a live bookkeeper with intuit quickbooks. this melting pot of impacted species. everywhere is going to get touched by climate change.
https://archive.org/details/MSNBCW_20200101_000000#start/1089/end/1124,1/1/2020 0:18,MSNBC,,MSNBCW_20200101_000000,https://archive.org/download/MSNBCW_20200101_000000/MSNBCW_20200101_000000.thumbs/MSNBCW_20200101_000000_000809.jpg,Positive,climate change a primary -- climate crisis really today a primary issue america has to confront around the rest of the world. if a party decides they want to
https://archive.org/details/MSNBCW_20200101_000000_Hardball_With_Chris_Matthews#start/1086/end/1121,1/1/2020 0:18,MSNBC,Hardball With Chris Matthews,MSNBCW_20200101_000000_Hardball_With_Chris_Matthews,https://archive.org/download/MSNBCW_20200101_000000_Hardball_With_Chris_Matthews/MSNBCW_20200101_000000_Hardball_With_Chris_Matthews.thumbs/MSNBCW_20200101_000000_Hardball_With_Chris_Matthews_001078.jpg,Positive,climate change a primary -- climate crisis really today a primary issue america has to confront around the rest of the world. if a party decides they want to
https://archive.org/details/MSNBCW_20200109_010000_All_In_With_Chris_Hayes#start/2677/end/2712,1/9/2020 1:44,MSNBC,All In With Chris Hayes,MSNBCW_20200109_010000_All_In_With_Chris_Hayes,https://archive.org/download/MSNBCW_20200109_010000_All_In_With_Chris_Hayes/MSNBCW_20200109_010000_All_In_With_Chris_Hayes.thumbs/MSNBCW_20200109_010000_All_In_With_Chris_Hayes_002668.jpg,Positive,providing cost reports late or not at all and the white house refuses to provide trump's travel cost. steve mnuchin and donald trump would like for you to wait for any of that until next year. wour any of that until next year. everywhere is going to get touched by climate change.
https://archive.org/details/MSNBCW_20200109_150000_MSNBC_Live_With_Hallie_Jackson#start/1917/end/1952,1/9/2020 15:32,MSNBC,MSNBC Live With Hallie Jackson,MSNBCW_20200109_150000_MSNBC_Live_With_Hallie_Jackson,https://archive.org/download/MSNBCW_20200109_150000_MSNBC_Live_With_Hallie_Jackson/MSNBCW_20200109_150000_MSNBC_Live_With_Hallie_Jackson.thumbs/MSNBCW_20200109_150000_MSNBC_Live_With_Hallie_Jackson_001918.jpg,Positive,"you point to the basic chemistry and physics that putting carbon in the air makes greenhouse gases problematic. that's not the place to be. ush party, is president trump on the wrong side of history here? when you use words like life"
https://archive.org/details/MSNBCW_20200114_010000_All_In_With_Chris_Hayes#start/2596/end/2631,1/14/2020 1:43,MSNBC,All In With Chris Hayes,MSNBCW_20200114_010000_All_In_With_Chris_Hayes,https://archive.org/download/MSNBCW_20200114_010000_All_In_With_Chris_Hayes/MSNBCW_20200114_010000_All_In_With_Chris_Hayes.thumbs/MSNBCW_20200114_010000_All_In_With_Chris_Hayes_002578.jpg,Positive,"it snowed january and trump said, wouldn't be bad to have a little of that good old-fashioned global warming right now. on november 2018 when it was cold, trump said, whatever happened to global warming? or when the forecast called for chilly new year's eve december 2017, perhaps we could use a"
https://archive.org/details/MSNBCW_20200114_080000_All_In_With_Chris_Hayes#start/2597/end/2632,1/14/2020 8:43,MSNBC,All In With Chris Hayes,MSNBCW_20200114_080000_All_In_With_Chris_Hayes,https://archive.org/download/MSNBCW_20200114_080000_All_In_With_Chris_Hayes/MSNBCW_20200114_080000_All_In_With_Chris_Hayes.thumbs/MSNBCW_20200114_080000_All_In_With_Chris_Hayes_002579.jpg,Positive,"said, wouldn't be bad to have a little of that good old-fashioned global warming right now. on november 2018 when it was cold, trump said, whatever happened to global warming? or when the forecast called for chilly new year's eve december 2017, perhaps we could use a little of that good old global warm being. wow, that's a really worn bit"
https://archive.org/details/MSNBCW_20200101_080000_All_In_With_Chris_Hayes#start/1446/end/1481,1/1/2020 8:24,MSNBC,All In With Chris Hayes,MSNBCW_20200101_080000_All_In_With_Chris_Hayes,https://archive.org/download/MSNBCW_20200101_080000_All_In_With_Chris_Hayes/MSNBCW_20200101_080000_All_In_With_Chris_Hayes.thumbs/MSNBCW_20200101_080000_All_In_With_Chris_Hayes_001438.jpg,Positive,for a year and i thought i was going to camp out in front of the white house. discovered that was not legal. so with their advice we decided every friday i wanted to be like a teach in and focus on different aspects of the climate
https://archive.org/details/MSNBCW_20200114_000000_Hardball_With_Chris_Matthews#start/2060/end/2095,1/14/2020 0:34,MSNBC,Hardball With Chris Matthews,MSNBCW_20200114_000000_Hardball_With_Chris_Matthews,https://archive.org/download/MSNBCW_20200114_000000_Hardball_With_Chris_Matthews/MSNBCW_20200114_000000_Hardball_With_Chris_Matthews.thumbs/MSNBCW_20200114_000000_Hardball_With_Chris_Matthews_002038.jpg,Positive,larger arsenal of weapons that are dangerous to the region and to us. he pulled out of the paris agreement. everybody in the world knows that the evidence of what is happening in terms of climate
https://archive.org/details/MSNBCW_20200110_100000_First_Look#start/2663/end/2698,1/10/2020 10:44,MSNBC,First Look,MSNBCW_20200110_100000_First_Look,https://archive.org/download/MSNBCW_20200110_100000_First_Look/MSNBCW_20200110_100000_First_Look.thumbs/MSNBCW_20200110_100000_First_Look_002640.jpg,Positive,"position on global warming, do you think it's a hoax? do you think something needs to be done? nothing is a hoax about that. it's a very serious subject."
https://archive.org/details/MSNBCW_20200115_090000_The_11th_Hour_With_Brian_Williams#start/1192/end/1227,1/15/2020 9:20,MSNBC,The 11th Hour With Brian Williams,MSNBCW_20200115_090000_The_11th_Hour_With_Brian_Williams,https://archive.org/download/MSNBCW_20200115_090000_The_11th_Hour_With_Brian_Williams/MSNBCW_20200115_090000_The_11th_Hour_With_Brian_Williams.thumbs/MSNBCW_20200115_090000_The_11th_Hour_With_Brian_Williams_001168.jpg,Positive,"department needing to be rebuilt, crises like global warming -- people who were watching, some of whom may be watching for the first time, were reminded just how important"
https://archive.org/details/MSNBCW_20200111_030000_The_Last_Word_With_Lawrence_ODonnell#start/2763/end/2798,1/11/2020 3:46,MSNBC,The Last Word With Lawrence ODonnell,MSNBCW_20200111_030000_The_Last_Word_With_Lawrence_ODonnell,https://archive.org/download/MSNBCW_20200111_030000_The_Last_Word_With_Lawrence_ODonnell/MSNBCW_20200111_030000_The_Last_Word_With_Lawrence_ODonnell.thumbs/MSNBCW_20200111_030000_The_Last_Word_With_Lawrence_ODonnell_002760.jpg,Positive,"and thank you for sneaking obama in so we could elect him president. michael, always good to see you my friend. continued good luck with the podcast. we're going to talk about the biggest story in the world with a live report from what is now ground zero in the climate"
https://archive.org/details/MSNBCW_20200119_120000_MSNBC_Live#start/3046/end/3081,1/19/2020 12:51,MSNBC,MSNBC Live,MSNBCW_20200119_120000_MSNBC_Live,https://archive.org/download/MSNBCW_20200119_120000_MSNBC_Live/MSNBCW_20200119_120000_MSNBC_Live.thumbs/MSNBCW_20200119_120000_MSNBC_Live_003028.jpg,Positive,"researchers when it comes to ocean warming? yeah, the biggest concern is we don't know how much heat the ocean can take. so far the ocean absorbed 93% of the heat we released because of greenhouse gas emissions and we're worried that at some point the ocean is going to start"
https://archive.org/details/MSNBCW_20200121_020000_The_Rachel_Maddow_Show#start/2594/end/2629,1/21/2020 2:43,MSNBC,The Rachel Maddow Show,MSNBCW_20200121_020000_The_Rachel_Maddow_Show,https://archive.org/download/MSNBCW_20200121_020000_The_Rachel_Maddow_Show/MSNBCW_20200121_020000_The_Rachel_Maddow_Show.thumbs/MSNBCW_20200121_020000_The_Rachel_Maddow_Show_002548.jpg,Positive,vo: droughts. floods. hurricanes. tornadoes. donald trump is making it worse. trump:'all of this with the global warming. a lot of it's a hoax.' vo: mike bloomberg knows the science and understands the
https://archive.org/details/MSNBCW_20200102_190000_MSNBC_Live_With_Katy_Tur#start/3264/end/3299,1/2/2020 19:54,MSNBC,MSNBC Live With Katy Tur,MSNBCW_20200102_190000_MSNBC_Live_With_Katy_Tur,https://archive.org/download/MSNBCW_20200102_190000_MSNBC_Live_With_Katy_Tur/MSNBCW_20200102_190000_MSNBC_Live_With_Katy_Tur.thumbs/MSNBCW_20200102_190000_MSNBC_Live_With_Katy_Tur_003238.jpg,Positive,been warned about climate change for decades. and we're all gonna die in 15 years. yeah right. and i emphasized to him that it wasn't about everybody dying in 15 years. it's that people are feeling the effects of climate change right nowment lo
https://archive.org/details/MSNBCW_20200106_140000_MSNBC_Live_With_Stephanie_Ruhle#start/696/end/731,1/6/2020 14:11,MSNBC,MSNBC Live With Stephanie Ruhle,MSNBCW_20200106_140000_MSNBC_Live_With_Stephanie_Ruhle,https://archive.org/download/MSNBCW_20200106_140000_MSNBC_Live_With_Stephanie_Ruhle/MSNBCW_20200106_140000_MSNBC_Live_With_Stephanie_Ruhle.thumbs/MSNBCW_20200106_140000_MSNBC_Live_With_Stephanie_Ruhle_000689.jpg,Positive,"climate change, saying somebody has to do something about climate change, it is urgent there. if you look at where is the next strike going to be, where's the next killing going to be, where's the next explosion that will rock the world's financial"
https://archive.org/details/MSNBCW_20200110_100000_First_Look#start/2730/end/2765,1/10/2020 10:45,MSNBC,First Look,MSNBCW_20200110_100000_First_Look,https://archive.org/download/MSNBCW_20200110_100000_First_Look/MSNBCW_20200110_100000_First_Look.thumbs/MSNBCW_20200110_100000_First_Look_002730.jpg,Positive,"climate and global warming. climate scientists aren't making it up to get rich. i don't know many climate scientists that are rich to be honest. climate scientists i talk to, that's the one that drives them the most nuts."
https://archive.org/details/MSNBCW_20200118_130000_MSNBC_Live#start/1970/end/2005,1/18/2020 13:33,MSNBC,MSNBC Live,MSNBCW_20200118_130000_MSNBC_Live,https://archive.org/download/MSNBCW_20200118_130000_MSNBC_Live/MSNBCW_20200118_130000_MSNBC_Live.thumbs/MSNBCW_20200118_130000_MSNBC_Live_001947.jpg,Positive,this is going to be a reminder that this is indeed winter in this part of the country. won't hear a lot of complaints about global warming the next 48 hours or so. there are plenty of whiteout conditions.
https://archive.org/details/MSNBCW_20200114_010000_All_In_With_Chris_Hayes#start/2580/end/2615,1/14/2020 1:43,MSNBC,All In With Chris Hayes,MSNBCW_20200114_010000_All_In_With_Chris_Hayes,https://archive.org/download/MSNBCW_20200114_010000_All_In_With_Chris_Hayes/MSNBCW_20200114_010000_All_In_With_Chris_Hayes.thumbs/MSNBCW_20200114_010000_All_In_With_Chris_Hayes_002519.jpg,Positive,"social media. like this one from 70 degree washington, d.c. yesterday. first snow of the year. that's thing 2 in 60 seconds. have you ever noticed how nearly every winter when it gets cold, donald trump tweets about global warming, like that time"
https://archive.org/details/MSNBCW_20200102_190000_MSNBC_Live_With_Katy_Tur#start/3250/end/3285,1/2/2020 19:54,MSNBC,MSNBC Live With Katy Tur,MSNBCW_20200102_190000_MSNBC_Live_With_Katy_Tur,https://archive.org/download/MSNBCW_20200102_190000_MSNBC_Live_With_Katy_Tur/MSNBCW_20200102_190000_MSNBC_Live_With_Katy_Tur.thumbs/MSNBCW_20200102_190000_MSNBC_Live_With_Katy_Tur_003238.jpg,Positive,these fires. but very few of those news reports have even mentioned climate change and they're considering the scale of the suffering i think not nearly enough being covered. i think part of it is just this feeling that climate change. people have been warned about -- i was talking to a friend earlier and he was saying i've
https://archive.org/details/MSNBCW_20200121_100000_First_Look#start/1085/end/1120,1/21/2020 10:18,MSNBC,First Look,MSNBCW_20200121_100000_First_Look,https://archive.org/download/MSNBCW_20200121_100000_First_Look/MSNBCW_20200121_100000_First_Look.thumbs/MSNBCW_20200121_100000_First_Look_001078.jpg,Positive,"this year, particularly more so than other years is the issue of climate change and that is the focus of this event. a lot of the executives here are going to be announcing actions they're going to take on climate change. great that thunberg, the teenage environmental activist is here. i think that will be an area"
https://archive.org/details/MSNBCW_20200114_080000_All_In_With_Chris_Hayes#start/2579/end/2614,1/14/2020 8:43,MSNBC,All In With Chris Hayes,MSNBCW_20200114_080000_All_In_With_Chris_Hayes,https://archive.org/download/MSNBCW_20200114_080000_All_In_With_Chris_Hayes/MSNBCW_20200114_080000_All_In_With_Chris_Hayes.thumbs/MSNBCW_20200114_080000_All_In_With_Chris_Hayes_002519.jpg,Positive,"like this one from 70 degree washington, d.c. yesterday. first snow of the year. that's thing 2 in 60 seconds. have you ever noticed how nearly every winter when it gets cold, donald trump tweets about global warming, like that time it snowed january and trump"
